,x_0,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,x_11,y
455,8.6,64.42997741699219,0.5781603997047966,390.08489834988853,12.254764556884766,2.0102706734967266,1556.5677170103506,42.55413151336752,1.314726909253009,2.2926059189662014,107.43468642331457,1.0480532665983675,8.8
1244,10.2,61.16459274291992,0.5240236315228464,375.20872999490814,13.38261890411377,1.9494997868355344,1593.6174505991266,44.48273839102679,0.7802412399631796,1.9627512914766636,103.92742860974079,1.0255213159220051,8.3
660,8.2,70.30011749267578,-0.14289270672181925,377.71780395799783,14.500998497009276,1.9655514206990496,1490.0825638687072,47.1782554910476,0.5077146332900212,2.0451615115409574,105.07999881655641,1.0545273498189025,7.3
1264,8.5,60.09815216064453,-0.3569019266461541,388.0019170039524,18.92711925506592,1.8892360051285368,1499.6168498184024,42.411145589840935,0.4536171721431692,1.85885202978824,105.085095069662,1.0469992508433417,8.0
186,8.4,66.86486053466797,0.2389590858452541,395.49374564038493,13.117242813110352,2.0300305873448257,1582.424470148074,41.28506096797352,1.023329723916149,2.416292157750465,106.28739648363651,1.0463267408104908,9.2
626,7.1,74.85843658447266,-0.0640538051065193,381.83900181406824,18.225760459899906,1.9704666279503569,1522.9467587081588,47.04283032086981,0.5100510105918031,2.0980351533379475,104.6779362556838,1.0510952399157172,7.2
431,8.9,64.76029205322266,0.1509566016506654,378.48225912830594,15.102834701538086,1.984253950634076,1580.7418753282666,42.76136584931713,1.1710128861736864,2.3594502862012883,106.43906441412595,1.0491233777224929,8.6
157,8.5,62.60853576660156,0.2603990437048641,396.3004716256181,13.799641609191895,1.8399793933259825,1597.9038530896473,39.240871608996905,0.7737919082181617,2.3200089851311607,101.95621885583373,1.033027540829034,9.2
854,8.3,54.312950134277344,0.8223879380331988,373.7620749666166,12.003601551055908,1.895203481037809,1492.4512356156986,44.80732050163553,0.6609334014322521,1.9814698044676136,102.46925455565164,1.0297082844778405,8.8
296,7.8,77.7557601928711,-0.2925786890836513,379.9808917094436,14.41095733642578,2.2185439283637107,1572.1426872981774,44.774485634354455,0.8534414014339701,2.4667132534201675,108.51129661092584,1.0528211010087918,7.8
517,7.0,79.01094818115234,-0.2310333197657896,386.5840600958831,14.780590057373047,1.8998717810574692,1556.6642959286926,44.773604292947425,0.6841120823368173,2.269735866203942,106.46218538472635,1.050519743165264,7.3
54,8.8,67.07248687744139,0.21144110668530192,386.5058838501524,21.509809970855713,1.994244395120437,1545.8606056797096,45.46335789344572,0.6867292990420902,2.2414812688598666,104.52824568580284,1.040018709940912,8.9
516,8.0,72.78218841552734,-0.8087823699660922,389.51324989249,18.71860694885254,1.9014513093515524,1554.6093142192028,44.693426301126564,0.6891259710618133,2.2585886489503637,105.75960552432129,1.0522489402286743,7.0
491,6.7,88.22196960449219,-0.21984475817578536,387.10315905032377,18.30632209777832,1.9749352819640067,1574.260479212892,43.615350580904796,0.7916507364886425,2.3283834293174763,104.80239515553164,1.0478957830029634,6.9
774,8.9,65.25103759765625,0.18367996081426194,373.1517843170932,17.76134967803955,2.0893048258591618,1586.0699020129985,44.20649930330287,1.3405311855296858,1.9878719378439984,104.88227705288232,1.05263166685605,8.7
804,9.0,70.19630432128906,0.5185292956933599,385.26597913128927,15.34925651550293,1.9487455515307408,1563.63740523867,44.89896942434881,0.8184020365397728,1.8787605178440907,102.74674314830659,1.0286449564789921,8.5
824,7.9,87.39147186279297,-0.11894769344920778,382.2318698212657,14.823240280151367,1.9472600985158028,1541.0118801357894,45.127995460044396,0.6924878608637943,1.9672674257983045,102.46712755566887,1.0380858094588772,8.1
503,7.1,68.30879974365234,-0.18505875849523648,389.82000418288163,17.064735412597653,1.6093248917507632,1580.8443671343766,46.29450711158583,0.5988759066657087,2.2566137867185256,109.48412881519651,1.0372189958145106,7.4
718,7.8,65.82672882080078,-0.20920291755058504,383.06020544492486,15.140746116638185,1.9544493027144647,1425.5341776681075,46.453113327933465,0.532489985816316,1.9535365059821748,103.23265800586763,1.0462643632810016,9.0
171,7.3,73.05587768554688,-0.654988180796626,385.5151748625463,17.078948974609375,1.9051530371429235,1541.5848368634042,42.54963620136601,0.7472307539993249,2.4225036587827424,106.9410898383074,1.0479466973755645,7.6
818,7.2,79.97357940673828,0.0731492943075993,385.95534694919655,13.382619857788086,1.9379146079027283,1533.7465844809692,45.048773146046855,0.6807119801733059,1.930230084419699,104.22067422752643,1.0409884754028544,8.9
507,7.0,74.15062713623047,-0.6566313538253101,390.73361430526427,15.94161891937256,1.9007499121788705,1543.5983830547746,44.49013725543564,0.7550183258493672,2.3140293198844337,108.2869565443495,1.048626550848339,6.9
219,7.9,65.89279174804689,-0.11821243663951825,388.57126641855393,16.860960960388187,1.937915388024345,1550.3708095122956,43.5671682266127,0.6729491290619899,2.370575454584482,107.75816538987742,1.0532376583615002,7.6
670,7.8,73.36731719970703,0.2171643182404087,382.64956609193865,19.069281578063965,1.8071039330612888,1492.745845153869,45.485919244837405,0.5178427644659914,1.9412249076161017,104.6394696522694,1.0530006284047249,7.8
298,7.4,73.22574615478516,0.02837150783878145,393.5341068107274,17.325371742248535,2.1832243217331784,1570.545254784785,44.39425606887594,0.8596616224201706,2.500963665546576,108.73777500695805,1.053082457690279,7.2
8,10.3,66.48735809326172,0.36507144845156986,388.0312560206393,10.245477199554443,2.0861643337451192,1517.7079574124054,42.296755992128354,0.6689408143957075,1.983880331069338,107.47936931248009,1.0406877677361135,9.0
641,7.7,63.63722610473633,-0.12505793873588475,387.11717729560564,17.590750694274902,1.8629186519608123,1564.1105280264887,45.308628307304744,0.5074696816934432,2.0753553288457667,107.19818863592121,1.0469045232302618,7.8
1013,9.0,62.34428405761719,-0.37275222651808654,382.38825374123087,15.827884674072266,1.9785703468230533,1560.55942887865,44.73405191640696,0.6594837869296301,1.9418879489879437,103.49346906129016,1.044095071235044,7.6
303,8.5,72.65006256103516,-0.6094782394513852,386.1289015083208,16.339682579040527,2.2507569581893216,1591.6596756213296,45.340018518592466,0.5823788566035312,2.307360571030517,106.48686323230406,1.050956973217138,8.0
1204,8.5,61.79690933227539,0.3492994769728543,388.272793724993,17.77556753158569,1.9659813117401836,1542.0720464009607,45.58691508392681,0.8156667794149366,2.069906145253793,104.1028576202435,1.0369537017490196,7.8
1238,8.6,55.13401794433594,0.4972171256501127,381.26124430767067,15.26869535446167,1.9588348530405129,1550.9732344192084,44.52687629912381,0.8881926520278374,1.987348724980096,103.7979081875865,1.031606234902088,9.1
291,7.2,73.74481201171875,0.4959364519059329,385.6880152578924,13.221495628356935,2.4264409724785723,1491.7106834788713,45.0819016799601,0.910070004426032,2.450347535172579,109.18204837793293,1.0516898621878064,7.0
30,9.8,62.62741088867188,0.35017295398285103,390.9689175389254,15.09809684753418,1.9811086473243296,1553.6887124280631,45.25915321354482,0.7758435282180209,2.0823308117077324,107.94586422535,1.0453841612789507,8.1
1232,8.5,61.24953079223633,0.6171784824702721,388.84837572962687,18.040946006774906,1.8865006247885028,1550.08556671892,43.44915796358337,0.6218051432892183,2.007170062916821,103.2288689628717,1.0330676009443105,7.7
175,7.4,69.80936431884766,-0.32063378067706944,391.68129852603766,18.917637825012207,1.909880473894913,1514.6657136463552,43.06926748756736,0.7164466215177774,2.4576440424702444,106.42736312837664,1.0495595102175457,7.7
1240,10.5,55.39826583862305,0.8684676392827475,379.6411458344349,12.188419342041016,1.96601136023971,1574.7992757075547,44.764088711969926,0.9025790025706608,1.9474849654061568,102.74881653637004,1.031440002112971,9.5
1260,8.1,62.87278366088867,-0.18097995038511488,386.4610197186998,19.20671129226685,1.8340397679452023,1573.1688981025338,44.882905076663825,0.4296822004328947,1.8964834882171824,104.21798085991524,1.0477610329042588,7.8
1268,6.5,62.127220153808594,-0.3489548045589125,377.685595801396,20.633116722106934,1.875524689091946,1488.1757861662725,42.42400061880657,0.4421932608864556,1.7457413190289617,104.1661433176902,1.043847299331049,7.9
635,7.5,61.11740493774414,-0.08350542958453938,380.9995715363546,14.316180229187012,1.8802998005476756,1535.8655452124513,46.84017025501715,0.5554423726720172,2.0187794795473715,105.094189376079,1.0442564679895938,8.0
448,8.4,77.3027572631836,0.4233496891131683,373.0176831072384,14.136103630065918,2.0619102284011825,1447.6056673223193,39.174474533247476,2.0923090290427453,2.3176783350695764,104.055938287841,1.0354409418538018,8.7
861,7.8,66.55342102050781,0.31711267404096233,386.94156174521413,16.714056491851807,1.9080073700919304,1523.2466228496314,45.17372895914268,0.645580761187342,2.017474843916344,102.96000213172786,1.049219391362311,8.1
458,9.3,64.03360748291016,0.04112978732996688,374.24952397508775,11.86143684387207,2.149056299046607,1557.380282354059,42.598079643658,1.74951311358011,2.3374942343555576,104.88975935394491,1.0510238895644803,8.7
879,7.8,89.86409759521484,0.1479853099332946,385.1102193366752,16.102739334106445,1.9128924774298892,1495.599056938349,45.12859269415975,0.6470179468828599,1.9858545826299128,103.31886305000765,1.0456576893317495,8.6
1246,9.9,58.89015197753906,0.3425892947245225,380.455783817376,18.254194259643555,1.986883465144096,1553.1023035090827,41.92506633323767,0.7654366155250005,2.084664615429624,102.36426032692621,1.029765883734968,8.8
754,8.7,60.35297012329102,0.6745144939411022,376.02172397700417,6.2363762855529785,1.9629802888248136,1468.7323970431644,47.10637981476478,0.5061842164256553,1.8640784524985097,102.10302073649645,1.0499493713719197,9.6
82,10.0,61.92903518676758,0.3738613812251633,381.39095502692453,22.993083477020264,1.9934855365830504,1552.7776046610252,44.16429660673089,0.6478995872748909,2.170813934499074,103.65618791575663,1.0296180897655174,9.9
695,7.3,78.63343811035156,-0.5686394720291177,382.94957458227896,19.79907274246216,1.973734793654193,1510.2088692016935,46.60086005968591,0.5241115515594656,2.0279077470450284,104.73343087057808,1.0524442358514192,7.3
1009,7.7,57.474525451660156,0.4066779686415941,378.70843026267625,13.974981307983398,2.0166213618654485,1547.1799492729508,43.31010005269789,0.9263139038302158,1.7832363767303243,104.06053656051472,1.0329890929532863,8.1
870,8.5,69.50736999511719,-0.012556526444453979,374.4556859084272,17.05525779724121,1.9153921332251629,1531.8256644229898,45.30789392365546,0.6548845335373852,1.976242081112007,103.03817735735777,1.046280459714624,8.4
484,8.1,63.7504768371582,-0.360479322161199,380.8762540370653,18.57170248031616,2.0915210509858677,1553.8682843804181,41.92665064054852,0.8301859857123866,2.2764634302028988,103.26431628168491,1.0348512836666734,8.2
607,7.3,70.66818237304688,-0.8168287199403729,377.68848357300834,16.74249267578125,1.9901426850315973,1544.8440616537487,45.59965224565807,0.5083875864608395,1.9682396162225508,105.14284583206587,1.0472784653851557,7.5
530,8.3,73.6126937866211,0.05816052068753234,388.90390060555166,17.09316635131836,1.9539138700535288,1543.060401377384,46.65084031026925,0.5103854643963415,2.146991559006386,109.6474838010722,1.0501757141641022,7.8
1092,8.0,71.94224548339844,-0.12937393417222295,379.42049131643967,20.211356163024906,1.9394423202520297,1532.1533882017818,45.48350242898602,0.5295789789159022,1.940594898481377,103.69698064358637,1.048784303377394,7.4
984,7.5,81.60626983642578,0.048681443099998035,382.0734753551024,14.159795761108398,1.9775006137254372,1563.6248171207294,43.475713454169494,0.8839938623132662,1.9282018852577176,103.39130369021052,1.048116599809729,8.2
1108,8.2,63.02378845214844,-0.06296679441127617,378.8988624574001,15.567248344421387,1.8840888897326424,1534.5318526519825,42.96993744263232,0.4652580205059662,2.017012788531188,103.31681263290704,1.0516194204531937,7.9
775,8.7,68.80899047851561,-0.21915428900865536,369.41578444214525,16.82779312133789,2.0432923877322517,1555.4232938061193,45.24552898105082,1.0271428946477472,1.9107287611936148,105.53942984393244,1.0524437175702728,8.0
1179,7.1,63.24084854125977,-0.05750641518479186,373.41164219474894,17.59549045562744,1.983637902294856,1509.7548873406506,45.825124529119975,0.5062344078747142,2.0338552038552757,103.25781801164592,1.0554361284326972,8.5
121,9.8,56.96489715576172,0.0845446735730661,383.3327374088283,16.28755521774292,2.0703195894688475,1553.3857671597846,41.95621213332096,0.6427506641640304,2.2481799847523667,103.0524136064578,1.030194848592675,10.6
290,7.8,81.55907440185547,0.34752219854366484,386.8998171858752,13.837550163269045,2.4300035423640955,1570.2748969114382,45.092923416085746,0.9095902392110228,2.484739124179192,108.40700044974301,1.0532466115989982,7.2
767,8.8,64.05247497558594,0.028582570648442288,373.2699855442769,12.577008247375488,2.0096113013382726,1588.229674926466,43.96900358240315,1.1205415873595896,1.8951462802666748,102.78543012436128,1.0419498214981722,8.3
86,9.5,57.54058456420898,0.6075385340584057,383.97646749008766,16.292296409606937,1.9338033450220018,1562.0881477868975,33.67694559529212,0.9092140576056148,2.1729846883796307,107.46517772277879,1.022794339056167,9.4
549,8.2,62.87278366088867,0.020788701441668618,385.0351739240229,11.73348617553711,2.100943550106868,1573.5016863929834,46.4870874870175,0.6744231199382452,1.9895108984134182,106.12557026727056,1.0389606819141255,7.6
102,6.9,69.74330902099611,-0.1672335966693999,386.28821653866913,21.163872718811035,1.9018366340772204,1515.8823019459824,47.296027278942546,0.5374138418173644,2.345628682007216,105.69943742344738,1.052090021211442,7.3
877,7.8,61.551536560058594,0.09552780927165168,391.8441528545173,17.287459373474118,1.8906359372160075,1513.5217963164127,44.57419441453618,0.6922086169198283,1.9924564168715824,102.732578026644,1.038325562129944,7.4
961,7.9,62.86334991455078,-0.005709031668615568,379.2127904435938,17.77082967758179,1.9017426380876137,1587.4173936257694,43.625542358679056,0.5699660148717192,2.007826554662945,103.31364949044465,1.053028402754586,8.2
47,7.9,75.44356536865234,-0.4487250869160987,397.4977582749542,15.671501636505127,1.986039738915756,1560.5423102719215,46.02521486982376,0.6154531019063664,2.218120671821992,106.56719479226878,1.0463539016110754,8.2
1062,8.7,60.71159362792969,1.0906808565546713,375.95747230830045,10.25021266937256,1.6960047027216203,1558.0929197021082,34.717759601123944,0.5849300755741751,1.8402556071339904,103.67600036578114,1.0244629017259856,9.0
493,7.5,86.62702941894531,0.02373747453660253,383.11738306240983,13.96550178527832,1.9603853189026303,1552.8847794679855,46.48595621705944,0.4994350289854752,2.224002516374914,104.735110985393,1.04752198363602,8.0
372,8.8,76.43450164794922,0.4271146119430046,389.1447021659778,12.662309646606445,1.971529602693877,1584.6534196059147,41.935447682444746,1.0585964153015408,2.2828057939892514,105.09849725999031,1.032403163396457,8.0
34,8.3,59.93771743774414,0.33531992484081824,392.3306600025745,18.154678821563717,2.0140256534126686,1580.2036333897352,44.82952835602026,0.6882240093274106,2.125988025188183,108.05349822688244,1.0403374027153889,9.2
248,7.5,78.47300720214844,0.298632969216322,385.6642638350232,15.73310661315918,2.1191244509331284,1533.6798528540126,42.960429097527474,0.8319866040461313,2.3231915486178196,106.54888876222887,1.0552697535181366,7.6
261,8.4,64.54322814941406,0.14930565664178966,376.3499548356253,12.373235702514648,2.4755351617987253,1550.4913416223305,45.1988668004686,0.9138094562438742,2.345451811486151,107.27462746281181,1.0549384716894978,8.7
365,9.9,81.3797607421875,0.988792721771398,379.1574117947722,3.9238004684448238,1.9341852446203212,1583.6463288437844,42.90691870156901,0.8400921615872667,2.4334847988027426,103.86813147213226,1.0455272405568394,7.1
589,7.7,76.7176284790039,-0.09259704119746384,386.28408998446093,14.813763618469238,2.1283175568323194,1554.5276515028308,46.33922982155232,0.6535709116014795,1.9919937322228007,105.876182396349,1.0423462338714662,8.6
78,8.2,65.87392425537111,-0.961262108296266,381.71642425054176,20.699460983276367,1.988964070921618,1618.5885630183814,42.811347650113646,0.8148228014990029,2.391883830122412,105.18445027361764,1.047939920218865,7.5
596,7.4,80.26614379882812,-0.6974584861824017,390.4999488787249,15.377691268920898,2.119511529827046,1550.8130026559854,46.359570065085656,0.6430780978275059,2.1323605764735003,107.4226689727089,1.0510552170635423,7.3
724,8.0,80.63420104980469,-0.18488448890429232,390.8762834252159,13.226236343383787,1.961615086320608,1501.2421295385209,47.08140591190703,0.509809505783043,2.001912008841468,103.35926049288473,1.0459630010770151,8.7
271,10.7,55.71914291381836,0.5147689815037393,388.83043291602837,8.833288192749023,2.1368351667597514,1411.5165711885968,41.64028930812296,1.241274525543779,2.3526027543517354,107.25588256551329,1.0540835623706477,10.5
810,9.0,57.35183334350586,0.4240921843876318,378.9408560148078,14.330397605895994,1.947057600060239,1498.6956672477845,44.91892557831521,0.8178946673838576,1.88316491751762,102.5965850964728,1.024873017875518,9.5
168,9.7,54.16195297241211,0.7797467998451901,390.6887941057556,10.657757759094238,1.9507427357347555,1448.9498048054295,37.79619992679249,0.8754140721306312,2.2224142407598517,105.1413115248749,1.0239309359817732,10.9
987,8.0,79.41676330566406,-0.10508978614372788,377.9266980028923,15.079139709472654,1.9773904862715532,1526.3720451547485,43.467712568857955,0.8824223739617746,1.916942780792628,102.85550433762285,1.0467631309902992,8.6
583,9.9,61.92903518676758,-0.3149611663146156,386.5708458684333,15.4914231300354,2.1741776612817256,1568.8095882387468,46.43694291940696,0.6976457282892938,2.000196937414197,106.62460112755244,1.0473920937774102,10.4
67,7.7,62.070594787597656,0.005267314055820382,385.13040299196336,17.202160835266113,1.9956183394632807,1550.6433944630912,45.41273890898938,0.6753944865892746,2.2894970225456746,105.16166802687252,1.038619507875754,9.0
1191,7.7,67.60098266601561,-0.6289276087932117,378.8897056141074,18.789690017700195,1.9487973291634384,1592.7583655053006,44.62886414609304,0.6456386388176846,2.057531571704669,104.0924277523123,1.0518277231138111,7.0
891,9.1,59.07890319824219,0.2045644046020332,379.740115479022,16.917829990386966,1.9181195709592704,1502.594483316523,45.22703020451875,0.6701136482022348,2.006462589414822,102.08416886955379,1.0396398427976112,7.5
1252,9.1,61.98566055297852,-0.036261728629571964,386.6481902786248,17.59549045562744,1.866480910706312,1610.1152031836582,42.43078519768175,0.4567915543765855,1.8306390331562712,103.70908224266256,1.0359989684753173,7.8
